Local time,Open,High,Low,Close,Volume
02.11.2007 17:00:00.000 GMT-0400,1.45043,1.45043,1.45043,1.45043,0
03.11.2007 17:00:00.000 GMT-0400,1.45043,1.45043,1.45043,1.45043,0
04.11.2007 17:00:00.000 GMT-0500,1.45148,1.45253,1.44416,1.44707,793293715820.3125
05.11.2007 17:00:00.000 GMT-0500,1.44697,1.45716,1.44652,1.45562,763156507812.5
06.11.2007 17:00:00.000 GMT-0500,1.45557,1.47304,1.45519,1.46376,767723780273.4375
07.11.2007 17:00:00.000 GMT-0500,1.46355,1.47037,1.46139,1.46765,765237363281.25
08.11.2007 17:00:00.000 GMT-0500,1.46767,1.47528,1.46296,1.46755,768539226074.2188
09.11.2007 17:00:00.000 GMT-0500,1.46755,1.46755,1.46755,1.46755,0
10.11.2007 17:00:00.000 GMT-0500,1.46755,1.46755,1.46755,1.46755,0
11.11.2007 17:00:00.000 GMT-0500,1.46725,1.46788,1.45241,1.45326,764780790527.3438
12.11.2007 17:00:00.000 GMT-0500,1.45325,1.46336,1.45185,1.46031,762503699707.0312
13.11.2007 17:00:00.000 GMT-0500,1.46015,1.47255,1.45972,1.46503,764132408203.125
14.11.2007 17:00:00.000 GMT-0500,1.46515,1.47050,1.46029,1.46138,764702446777.3438
15.11.2007 17:00:00.000 GMT-0500,1.46109,1.46728,1.45798,1.46614,764870294433.5938
16.11.2007 17:00:00.000 GMT-0500,1.46614,1.46614,1.46614,1.46614,0
17.11.2007 17:00:00.000 GMT-0500,1.46614,1.46614,1.46614,1.46614,0
18.11.2007 17:00:00.000 GMT-0500,1.46713,1.46900,1.46180,1.46635,736802977539.0625
19.11.2007 17:00:00.000 GMT-0500,1.46660,1.48525,1.46320,1.48383,764163122070.3125
20.11.2007 17:00:00.000 GMT-0500,1.48398,1.48712,1.47713,1.48573,767005577636.7188
21.11.2007 17:00:00.000 GMT-0500,1.48576,1.48748,1.48190,1.48485,765937004394.5312
22.11.2007 17:00:00.000 GMT-0500,1.48490,1.49665,1.47820,1.48368,769601685058.5938
23.11.2007 17:00:00.000 GMT-0500,1.48368,1.48368,1.48368,1.48368,0
24.11.2007 17:00:00.000 GMT-0500,1.48368,1.48368,1.48368,1.48368,0
25.11.2007 17:00:00.000 GMT-0500,1.48209,1.48879,1.48024,1.48726,790422148437.5
26.11.2007 17:00:00.000 GMT-0500,1.48715,1.49088,1.48068,1.48304,763978297851.5625
27.11.2007 17:00:00.000 GMT-0500,1.48290,1.48592,1.47089,1.48419,763057743164.0625
28.11.2007 17:00:00.000 GMT-0500,1.48415,1.48462,1.47192,1.47442,763764318359.375
29.11.2007 17:00:00.000 GMT-0500,1.47450,1.47855,1.46261,1.46343,759735326660.1562
30.11.2007 17:00:00.000 GMT-0500,1.46343,1.46343,1.46343,1.46343,0
01.12.2007 17:00:00.000 GMT-0500,1.46343,1.46343,1.46343,1.46343,0
02.12.2007 17:00:00.000 GMT-0500,1.46384,1.47087,1.46190,1.46687,765538673339.8438
03.12.2007 17:00:00.000 GMT-0500,1.46684,1.47708,1.46325,1.47590,764939950683.5938
04.12.2007 17:00:00.000 GMT-0500,1.47590,1.47721,1.45916,1.46115,765553658203.125
05.12.2007 17:00:00.000 GMT-0500,1.46125,1.46528,1.45254,1.46365,764403902343.75
06.12.2007 17:00:00.000 GMT-0500,1.46377,1.46729,1.45951,1.46564,767654686035.1562
07.12.2007 17:00:00.000 GMT-0500,1.46564,1.46564,1.46564,1.46564,0
08.12.2007 17:00:00.000 GMT-0500,1.46564,1.46564,1.46564,1.46564,0
09.12.2007 17:00:00.000 GMT-0500,1.46563,1.47361,1.46367,1.47118,736777726074.2188
10.12.2007 17:00:00.000 GMT-0500,1.47117,1.47516,1.46395,1.46543,762765643554.6875
11.12.2007 17:00:00.000 GMT-0500,1.46558,1.47490,1.46486,1.47000,761339453613.2812
12.12.2007 17:00:00.000 GMT-0500,1.47002,1.47386,1.45748,1.46309,760466882812.5
13.12.2007 17:00:00.000 GMT-0500,1.46313,1.46582,1.44105,1.44292,760649758300.7812
14.12.2007 17:00:00.000 GMT-0500,1.44292,1.44292,1.44292,1.44292,0
15.12.2007 17:00:00.000 GMT-0500,1.44292,1.44292,1.44292,1.44292,0
16.12.2007 17:00:00.000 GMT-0500,1.43908,1.44537,1.43288,1.44011,793459201171.875
17.12.2007 17:00:00.000 GMT-0500,1.44013,1.44367,1.43649,1.44139,763441589843.75
18.12.2007 17:00:00.000 GMT-0500,1.44131,1.44249,1.43239,1.43847,763380943359.375
19.12.2007 17:00:00.000 GMT-0500,1.43843,1.43919,1.43091,1.43310,768445691406.25
20.12.2007 17:00:00.000 GMT-0500,1.43308,1.44111,1.43147,1.43802,765772217285.1562
21.12.2007 17:00:00.000 GMT-0500,1.43802,1.43802,1.43802,1.43802,0
22.12.2007 17:00:00.000 GMT-0500,1.43802,1.43802,1.43802,1.43802,0
23.12.2007 17:00:00.000 GMT-0500,1.43762,1.44142,1.43660,1.43950,762658838867.1875
24.12.2007 17:00:00.000 GMT-0500,1.43937,1.44219,1.43835,1.44004,764835448242.1875
25.12.2007 17:00:00.000 GMT-0500,1.43996,1.45069,1.43882,1.44886,764537380371.0938
26.12.2007 17:00:00.000 GMT-0500,1.44887,1.46415,1.44660,1.46275,765982393554.6875
27.12.2007 17:00:00.000 GMT-0500,1.46249,1.47305,1.45893,1.47240,762111309570.3125
28.12.2007 17:00:00.000 GMT-0500,1.47240,1.47240,1.47240,1.47240,0
29.12.2007 17:00:00.000 GMT-0500,1.47240,1.47240,1.47240,1.47240,0
30.12.2007 17:00:00.000 GMT-0500,1.47157,1.47507,1.45663,1.45892,736227094238.2812
31.12.2007 17:00:00.000 GMT-0500,1.45903,1.46193,1.45737,1.45913,764392059082.0312
01.01.2008 17:00:00.000 GMT-0500,1.45926,1.47510,1.45863,1.47116,766779682617.1875
02.01.2008 17:00:00.000 GMT-0500,1.47122,1.47817,1.46853,1.47499,767271434570.3125
03.01.2008 17:00:00.000 GMT-0500,1.47498,1.48257,1.46920,1.47407,763243991210.9375
04.01.2008 17:00:00.000 GMT-0500,1.47407,1.47407,1.47407,1.47407,0
05.01.2008 17:00:00.000 GMT-0500,1.47407,1.47407,1.47407,1.47407,0
06.01.2008 17:00:00.000 GMT-0500,1.47468,1.47570,1.46567,1.46958,792858397460.9375
07.01.2008 17:00:00.000 GMT-0500,1.46949,1.47433,1.46783,1.47069,768379904296.875
08.01.2008 17:00:00.000 GMT-0500,1.47073,1.47437,1.46371,1.46588,772256316406.25
09.01.2008 17:00:00.000 GMT-0500,1.46595,1.48149,1.46393,1.48050,768769178222.6562
10.01.2008 17:00:00.000 GMT-0500,1.48035,1.48200,1.47595,1.47747,765351681640.625
11.01.2008 17:00:00.000 GMT-0500,1.47747,1.47747,1.47747,1.47747,0
12.01.2008 17:00:00.000 GMT-0500,1.47747,1.47747,1.47747,1.47747,0
13.01.2008 17:00:00.000 GMT-0500,1.47821,1.49159,1.47802,1.48670,768507777832.0312
14.01.2008 17:00:00.000 GMT-0500,1.48689,1.49225,1.47980,1.48045,773257703125
15.01.2008 17:00:00.000 GMT-0500,1.48019,1.48595,1.45928,1.46527,769199514160.1562
16.01.2008 17:00:00.000 GMT-0500,1.46525,1.47157,1.45878,1.46413,770783348632.8125
17.01.2008 17:00:00.000 GMT-0500,1.46409,1.46951,1.46011,1.46198,770036759765.625
18.01.2008 17:00:00.000 GMT-0500,1.46198,1.46198,1.46198,1.46198,0
19.01.2008 17:00:00.000 GMT-0500,1.46198,1.46198,1.46198,1.46198,0
20.01.2008 17:00:00.000 GMT-0500,1.46053,1.46069,1.44206,1.44535,741374960937.5
21.01.2008 17:00:00.000 GMT-0500,1.44563,1.46427,1.43626,1.46284,768165567871.0938
22.01.2008 17:00:00.000 GMT-0500,1.46289,1.46859,1.45076,1.46295,769028867187.5
23.01.2008 17:00:00.000 GMT-0500,1.46295,1.47804,1.45885,1.47535,767632554687.5
24.01.2008 17:00:00.000 GMT-0500,1.47553,1.47795,1.46577,1.46817,767466626464.8438
25.01.2008 17:00:00.000 GMT-0500,1.46817,1.46817,1.46817,1.46817,0
26.01.2008 17:00:00.000 GMT-0500,1.46817,1.46817,1.46817,1.46817,0
27.01.2008 17:00:00.000 GMT-0500,1.46795,1.47987,1.46603,1.47811,796635197265.625
28.01.2008 17:00:00.000 GMT-0500,1.47819,1.47994,1.47352,1.47774,762551171875
29.01.2008 17:00:00.000 GMT-0500,1.47756,1.49078,1.47528,1.48614,769185899902.3438
30.01.2008 17:00:00.000 GMT-0500,1.48617,1.49148,1.48004,1.48603,765568638671.875
31.01.2008 17:00:00.000 GMT-0500,1.48600,1.49473,1.47843,1.48025,766709802734.375
01.02.2008 17:00:00.000 GMT-0500,1.48025,1.48025,1.48025,1.48025,0
02.02.2008 17:00:00.000 GMT-0500,1.48025,1.48025,1.48025,1.48025,0
03.02.2008 17:00:00.000 GMT-0500,1.48060,1.48492,1.47906,1.48302,765933343261.7188
04.02.2008 17:00:00.000 GMT-0500,1.48291,1.48370,1.46195,1.46478,768785159667.9688
05.02.2008 17:00:00.000 GMT-0500,1.46503,1.46709,1.45887,1.46316,765721925781.25
06.02.2008 17:00:00.000 GMT-0500,1.46318,1.46527,1.44390,1.44847,763949533203.125
07.02.2008 17:00:00.000 GMT-0500,1.44847,1.45481,1.44477,1.45060,767264794921.875
08.02.2008 17:00:00.000 GMT-0500,1.45060,1.45060,1.45060,1.45060,0
09.02.2008 17:00:00.000 GMT-0500,1.45060,1.45060,1.45060,1.45060,0
10.02.2008 17:00:00.000 GMT-0500,1.45151,1.45796,1.44798,1.45175,737010400878.9062
11.02.2008 17:00:00.000 GMT-0500,1.45178,1.46157,1.44937,1.45830,765722984375
12.02.2008 17:00:00.000 GMT-0500,1.45845,1.45998,1.45317,1.45717,768205311035.1562
13.02.2008 17:00:00.000 GMT-0500,1.45736,1.46485,1.45467,1.46417,762977672851.5625
14.02.2008 17:00:00.000 GMT-0500,1.46427,1.47094,1.46284,1.46812,765429464355.4688
15.02.2008 17:00:00.000 GMT-0500,1.46812,1.46812,1.46812,1.46812,0
16.02.2008 17:00:00.000 GMT-0500,1.46812,1.46812,1.46812,1.46812,0
17.02.2008 17:00:00.000 GMT-0500,1.46806,1.46921,1.46091,1.46587,794523293945.3125
18.02.2008 17:00:00.000 GMT-0500,1.46582,1.47569,1.46384,1.47258,768783483398.4375
19.02.2008 17:00:00.000 GMT-0500,1.47259,1.47353,1.46133,1.47158,766359917480.4688
20.02.2008 17:00:00.000 GMT-0500,1.47157,1.48376,1.46996,1.48141,768270144042.9688
21.02.2008 17:00:00.000 GMT-0500,1.48142,1.48624,1.47875,1.48265,765106701171.875
22.02.2008 17:00:00.000 GMT-0500,1.48265,1.48265,1.48265,1.48265,0
23.02.2008 17:00:00.000 GMT-0500,1.48265,1.48265,1.48265,1.48265,0
24.02.2008 17:00:00.000 GMT-0500,1.48387,1.48450,1.47913,1.48295,765822077636.7188
25.02.2008 17:00:00.000 GMT-0500,1.48280,1.49882,1.47768,1.49745,770245566406.25
26.02.2008 17:00:00.000 GMT-0500,1.49726,1.51445,1.49695,1.51208,764525876464.8438
27.02.2008 17:00:00.000 GMT-0500,1.51199,1.52307,1.50716,1.51941,767798746093.75
28.02.2008 17:00:00.000 GMT-0500,1.51950,1.52393,1.51421,1.51792,768795347656.25
29.02.2008 17:00:00.000 GMT-0500,1.51792,1.51792,1.51792,1.51792,0
01.03.2008 17:00:00.000 GMT-0500,1.51792,1.51792,1.51792,1.51792,0
02.03.2008 17:00:00.000 GMT-0500,1.51952,1.52749,1.51565,1.52034,740148451660.1562
03.03.2008 17:00:00.000 GMT-0500,1.52000,1.52481,1.51712,1.52149,771722831542.9688
04.03.2008 17:00:00.000 GMT-0500,1.52161,1.53019,1.51435,1.52644,771606616210.9375
05.03.2008 17:00:00.000 GMT-0500,1.52635,1.53955,1.52591,1.53793,769072904296.875
06.03.2008 17:00:00.000 GMT-0500,1.53812,1.54607,1.53144,1.53550,768914538085.9375
07.03.2008 17:00:00.000 GMT-0500,1.53550,1.53550,1.53550,1.53550,0
08.03.2008 17:00:00.000 GMT-0500,1.53550,1.53550,1.53550,1.53550,0
09.03.2008 17:00:00.000 GMT-0400,1.53617,1.54055,1.53130,1.53426,766497030761.7188
10.03.2008 17:00:00.000 GMT-0400,1.53412,1.54954,1.52821,1.53371,762089696777.3438
11.03.2008 17:00:00.000 GMT-0400,1.53372,1.55719,1.53296,1.55493,768058795898.4375
12.03.2008 17:00:00.000 GMT-0400,1.55477,1.56457,1.55188,1.56343,773794865234.375
13.03.2008 17:00:00.000 GMT-0400,1.56345,1.56879,1.55304,1.56724,771013309570.3125
14.03.2008 17:00:00.000 GMT-0400,1.56724,1.56724,1.56724,1.56724,0
15.03.2008 17:00:00.000 GMT-0400,1.56724,1.56724,1.56724,1.56724,0
16.03.2008 17:00:00.000 GMT-0400,1.56755,1.59056,1.56725,1.57293,766415574218.75
17.03.2008 17:00:00.000 GMT-0400,1.57279,1.58321,1.56172,1.56237,766470702636.7188
18.03.2008 17:00:00.000 GMT-0400,1.56238,1.57856,1.55822,1.56244,767409436523.4375
19.03.2008 17:00:00.000 GMT-0400,1.56248,1.56507,1.53936,1.54271,769255842285.1562
20.03.2008 17:00:00.000 GMT-0400,1.54265,1.54746,1.54024,1.54279,762308482910.1562
21.03.2008 17:00:00.000 GMT-0400,1.54279,1.54279,1.54279,1.54279,0
22.03.2008 17:00:00.000 GMT-0400,1.54279,1.54279,1.54279,1.54279,0
23.03.2008 17:00:00.000 GMT-0400,1.54359,1.54553,1.53401,1.54230,807377047851.5625
24.03.2008 17:00:00.000 GMT-0400,1.54233,1.56583,1.54049,1.56500,761740194335.9375
25.03.2008 17:00:00.000 GMT-0400,1.56497,1.58603,1.55804,1.58454,760787998535.1562
26.03.2008 17:00:00.000 GMT-0400,1.58467,1.58500,1.57247,1.57799,761611158203.125
27.03.2008 17:00:00.000 GMT-0400,1.57802,1.58393,1.57403,1.57942,764074868164.0625
28.03.2008 17:00:00.000 GMT-0400,1.57942,1.57942,1.57942,1.57942,0
29.03.2008 17:00:00.000 GMT-0400,1.57942,1.57942,1.57942,1.57942,0
30.03.2008 17:00:00.000 GMT-0400,1.57986,1.58979,1.57683,1.57878,728925791015.625
31.03.2008 17:00:00.000 GMT-0400,1.57874,1.57901,1.55616,1.56149,764339318359.375
01.04.2008 17:00:00.000 GMT-0400,1.56127,1.57027,1.55321,1.56835,764761336425.7812
02.04.2008 17:00:00.000 GMT-0400,1.56840,1.56983,1.55082,1.56831,765067110351.5625
03.04.2008 17:00:00.000 GMT-0400,1.56852,1.57742,1.56375,1.57362,754585680175.7812
04.04.2008 17:00:00.000 GMT-0400,1.57362,1.57362,1.57362,1.57362,0
05.04.2008 17:00:00.000 GMT-0400,1.57362,1.57362,1.57362,1.57362,0
06.04.2008 17:00:00.000 GMT-0400,1.57312,1.57394,1.56257,1.57105,764574511718.75
07.04.2008 17:00:00.000 GMT-0400,1.57097,1.57999,1.56723,1.57120,765081202148.4375
08.04.2008 17:00:00.000 GMT-0400,1.57110,1.58651,1.56817,1.58311,766832099609.375
09.04.2008 17:00:00.000 GMT-0400,1.58308,1.59149,1.57228,1.57415,766518769531.25
10.04.2008 17:00:00.000 GMT-0400,1.57443,1.58574,1.57364,1.58101,765557965820.3125
11.04.2008 17:00:00.000 GMT-0400,1.58101,1.58101,1.58101,1.58101,0
12.04.2008 17:00:00.000 GMT-0400,1.58101,1.58101,1.58101,1.58101,0
13.04.2008 17:00:00.000 GMT-0400,1.57844,1.58871,1.56704,1.58327,803077119140.625
14.04.2008 17:00:00.000 GMT-0400,1.58308,1.58767,1.57496,1.57900,760115392089.8438
15.04.2008 17:00:00.000 GMT-0400,1.57888,1.59796,1.57578,1.59474,764418049316.4062
16.04.2008 17:00:00.000 GMT-0400,1.59470,1.59836,1.58455,1.59065,758770880859.375
17.04.2008 17:00:00.000 GMT-0400,1.59087,1.59581,1.57102,1.58144,761616086425.7812
18.04.2008 17:00:00.000 GMT-0400,1.58144,1.58144,1.58144,1.58144,0
19.04.2008 17:00:00.000 GMT-0400,1.58144,1.58144,1.58144,1.58144,0
20.04.2008 17:00:00.000 GMT-0400,1.58116,1.59476,1.57896,1.59110,765427260253.9062
21.04.2008 17:00:00.000 GMT-0400,1.59123,1.60194,1.58323,1.59912,762687843750
22.04.2008 17:00:00.000 GMT-0400,1.59950,1.60044,1.58589,1.58891,762118661621.0938
23.04.2008 17:00:00.000 GMT-0400,1.58910,1.58988,1.56346,1.56824,764735583496.0938
24.04.2008 17:00:00.000 GMT-0400,1.56836,1.57077,1.55512,1.56300,762408151367.1875
25.04.2008 17:00:00.000 GMT-0400,1.56300,1.56300,1.56300,1.56300,0
26.04.2008 17:00:00.000 GMT-0400,1.56300,1.56300,1.56300,1.56300,0
27.04.2008 17:00:00.000 GMT-0400,1.56272,1.56934,1.55910,1.56571,762236372070.3125
28.04.2008 17:00:00.000 GMT-0400,1.56601,1.56642,1.55389,1.55714,763749952148.4375
29.04.2008 17:00:00.000 GMT-0400,1.55723,1.56425,1.55184,1.56197,762733143554.6875
30.04.2008 17:00:00.000 GMT-0400,1.56230,1.56442,1.54282,1.54734,763318784179.6875
01.05.2008 17:00:00.000 GMT-0400,1.54744,1.54991,1.53604,1.54242,765927763671.875
02.05.2008 17:00:00.000 GMT-0400,1.54242,1.54242,1.54242,1.54242,0
03.05.2008 17:00:00.000 GMT-0400,1.54242,1.54242,1.54242,1.54242,0
04.05.2008 17:00:00.000 GMT-0400,1.54300,1.55205,1.54216,1.54957,725394362792.9688
05.05.2008 17:00:00.000 GMT-0400,1.54955,1.55959,1.54505,1.55313,765492897460.9375
06.05.2008 17:00:00.000 GMT-0400,1.55346,1.55409,1.53642,1.53925,762567318847.6562
07.05.2008 17:00:00.000 GMT-0400,1.53909,1.54411,1.52855,1.53925,760514225585.9375
08.05.2008 17:00:00.000 GMT-0400,1.53963,1.54896,1.53902,1.54821,758833142578.125
09.05.2008 17:00:00.000 GMT-0400,1.54821,1.54821,1.54821,1.54821,0
10.05.2008 17:00:00.000 GMT-0400,1.54821,1.54821,1.54821,1.54821,0
11.05.2008 17:00:00.000 GMT-0400,1.54841,1.55708,1.53639,1.55532,804063376953.125
12.05.2008 17:00:00.000 GMT-0400,1.55531,1.55671,1.54285,1.54725,765808998535.1562
13.05.2008 17:00:00.000 GMT-0400,1.54764,1.54875,1.53940,1.54740,761446936523.4375
14.05.2008 17:00:00.000 GMT-0400,1.54744,1.55482,1.54181,1.54472,764762806640.625
15.05.2008 17:00:00.000 GMT-0400,1.54485,1.56026,1.54351,1.55772,766348337890.625
16.05.2008 17:00:00.000 GMT-0400,1.55772,1.55772,1.55772,1.55772,0
17.05.2008 17:00:00.000 GMT-0400,1.55772,1.55772,1.55772,1.55772,0
18.05.2008 17:00:00.000 GMT-0400,1.55809,1.56343,1.54821,1.55102,763551315429.6875
19.05.2008 17:00:00.000 GMT-0400,1.55108,1.56806,1.55051,1.56462,765448206054.6875
20.05.2008 17:00:00.000 GMT-0400,1.56498,1.57967,1.56303,1.57952,765727473144.5312
21.05.2008 17:00:00.000 GMT-0400,1.57957,1.58145,1.56899,1.57335,762450119140.625
22.05.2008 17:00:00.000 GMT-0400,1.57332,1.57949,1.56957,1.57602,763021968261.7188
23.05.2008 17:00:00.000 GMT-0400,1.57602,1.57602,1.57602,1.57602,0
24.05.2008 17:00:00.000 GMT-0400,1.57602,1.57602,1.57602,1.57602,0
25.05.2008 17:00:00.000 GMT-0400,1.57682,1.57937,1.57399,1.57687,725539056152.3438
26.05.2008 17:00:00.000 GMT-0400,1.57716,1.58192,1.56803,1.56915,763954459960.9375
27.05.2008 17:00:00.000 GMT-0400,1.56903,1.57610,1.56062,1.56375,766035851562.5
28.05.2008 17:00:00.000 GMT-0400,1.56379,1.56651,1.54814,1.55171,764901069335.9375
29.05.2008 17:00:00.000 GMT-0400,1.55189,1.55701,1.54602,1.55509,764042813476.5625
30.05.2008 17:00:00.000 GMT-0400,1.55509,1.55509,1.55509,1.55509,0
31.05.2008 17:00:00.000 GMT-0400,1.55509,1.55514,1.55509,1.55514,0
01.06.2008 17:00:00.000 GMT-0400,1.55522,1.55901,1.54861,1.55370,803535839843.75
02.06.2008 17:00:00.000 GMT-0400,1.55388,1.56291,1.54095,1.54452,763500469726.5625
03.06.2008 17:00:00.000 GMT-0400,1.54490,1.54834,1.54167,1.54402,764528502929.6875
04.06.2008 17:00:00.000 GMT-0400,1.54413,1.56017,1.53643,1.55947,764508840820.3125
05.06.2008 17:00:00.000 GMT-0400,1.55928,1.57785,1.55704,1.57772,761863207031.25
06.06.2008 17:00:00.000 GMT-0400,1.57772,1.57772,1.57772,1.57772,0
07.06.2008 17:00:00.000 GMT-0400,1.57772,1.57772,1.57772,1.57772,0
08.06.2008 17:00:00.000 GMT-0400,1.57861,1.58439,1.56174,1.56464,765075142578.125
09.06.2008 17:00:00.000 GMT-0400,1.56462,1.56551,1.54377,1.54674,762556881347.6562
10.06.2008 17:00:00.000 GMT-0400,1.54689,1.55877,1.54476,1.55516,764012634277.3438
11.06.2008 17:00:00.000 GMT-0400,1.55533,1.55687,1.53769,1.54392,760378323242.1875
12.06.2008 17:00:00.000 GMT-0400,1.54386,1.54836,1.53008,1.53794,764206509277.3438
13.06.2008 17:00:00.000 GMT-0400,1.53794,1.53794,1.53794,1.53794,0
14.06.2008 17:00:00.000 GMT-0400,1.53794,1.53794,1.53794,1.53794,0
15.06.2008 17:00:00.000 GMT-0400,1.53856,1.55198,1.53439,1.54771,724050865234.375
16.06.2008 17:00:00.000 GMT-0400,1.54752,1.55526,1.54584,1.55092,766052695312.5
17.06.2008 17:00:00.000 GMT-0400,1.55060,1.55407,1.54608,1.55333,762494593750
18.06.2008 17:00:00.000 GMT-0400,1.55343,1.55873,1.54640,1.55041,761927191894.5312
19.06.2008 17:00:00.000 GMT-0400,1.55035,1.56517,1.54888,1.56038,766301652343.75
20.06.2008 17:00:00.000 GMT-0400,1.56038,1.56038,1.56038,1.56038,0
21.06.2008 17:00:00.000 GMT-0400,1.56038,1.56038,1.56038,1.56038,0
22.06.2008 17:00:00.000 GMT-0400,1.56163,1.56370,1.54669,1.55182,802625304687.5
23.06.2008 17:00:00.000 GMT-0400,1.55173,1.56226,1.54910,1.55674,768113687988.2812
24.06.2008 17:00:00.000 GMT-0400,1.55677,1.56878,1.55344,1.56646,766134257812.5
25.06.2008 17:00:00.000 GMT-0400,1.56654,1.57686,1.56259,1.57580,768000158203.125
26.06.2008 17:00:00.000 GMT-0400,1.57573,1.57939,1.57164,1.57930,764042259765.625
27.06.2008 17:00:00.000 GMT-0400,1.57930,1.57930,1.57930,1.57930,0
28.06.2008 17:00:00.000 GMT-0400,1.57930,1.57930,1.57930,1.57930,0
29.06.2008 17:00:00.000 GMT-0400,1.57819,1.58365,1.57284,1.57552,764701162597.6562
30.06.2008 17:00:00.000 GMT-0400,1.57559,1.58265,1.57224,1.57921,763371666992.1875
01.07.2008 17:00:00.000 GMT-0400,1.57924,1.58900,1.57746,1.58832,765058941894.5312
02.07.2008 17:00:00.000 GMT-0400,1.58826,1.59122,1.56792,1.57027,765100041015.625
03.07.2008 17:00:00.000 GMT-0400,1.57037,1.57278,1.56539,1.57053,763815086914.0625
04.07.2008 17:00:00.000 GMT-0400,1.57053,1.57053,1.57053,1.57053,0
05.07.2008 17:00:00.000 GMT-0400,1.57053,1.57053,1.57053,1.57053,0
06.07.2008 17:00:00.000 GMT-0400,1.57032,1.57546,1.56080,1.57258,727332814453.125
07.07.2008 17:00:00.000 GMT-0400,1.57258,1.57397,1.56343,1.56703,766436694335.9375
08.07.2008 17:00:00.000 GMT-0400,1.56679,1.57513,1.56489,1.57423,769549081542.9688
09.07.2008 17:00:00.000 GMT-0400,1.57426,1.58032,1.56882,1.57880,770726447265.625
10.07.2008 17:00:00.000 GMT-0400,1.57851,1.59482,1.57615,1.59378,771098254394.5312
11.07.2008 17:00:00.000 GMT-0400,1.59378,1.59378,1.59378,1.59378,0
12.07.2008 17:00:00.000 GMT-0400,1.59378,1.59378,1.59378,1.59378,0
13.07.2008 17:00:00.000 GMT-0400,1.59508,1.59718,1.58403,1.59072,808404796875
14.07.2008 17:00:00.000 GMT-0400,1.59073,1.60403,1.58656,1.59128,768281420898.4375
15.07.2008 17:00:00.000 GMT-0400,1.59115,1.59487,1.57991,1.58288,770852769531.25
16.07.2008 17:00:00.000 GMT-0400,1.58268,1.58939,1.57827,1.58624,769920299316.4062
17.07.2008 17:00:00.000 GMT-0400,1.58627,1.58878,1.58045,1.58472,770789711914.0625
18.07.2008 17:00:00.000 GMT-0400,1.58472,1.58472,1.58472,1.58472,0
19.07.2008 17:00:00.000 GMT-0400,1.58472,1.58472,1.58472,1.58472,0
20.07.2008 17:00:00.000 GMT-0400,1.58448,1.59315,1.58274,1.59206,769249930175.7812
21.07.2008 17:00:00.000 GMT-0400,1.59227,1.59458,1.57547,1.57862,768263166992.1875
22.07.2008 17:00:00.000 GMT-0400,1.57845,1.57999,1.56672,1.56990,770440770019.5312
23.07.2008 17:00:00.000 GMT-0400,1.56982,1.57146,1.56263,1.56776,768086773437.5
24.07.2008 17:00:00.000 GMT-0400,1.56804,1.57547,1.56604,1.57067,769306804199.2188
25.07.2008 17:00:00.000 GMT-0400,1.57067,1.57067,1.57067,1.57067,0
26.07.2008 17:00:00.000 GMT-0400,1.57067,1.57067,1.57067,1.57067,0
27.07.2008 17:00:00.000 GMT-0400,1.57077,1.57693,1.56813,1.57414,730701688476.5625
28.07.2008 17:00:00.000 GMT-0400,1.57409,1.57588,1.55508,1.55873,767616797851.5625
29.07.2008 17:00:00.000 GMT-0400,1.55890,1.56176,1.55197,1.55745,773427333984.375
30.07.2008 17:00:00.000 GMT-0400,1.55778,1.56999,1.55671,1.56019,771073829589.8438
31.07.2008 17:00:00.000 GMT-0400,1.56032,1.56058,1.55150,1.55619,771530657714.8438
01.08.2008 17:00:00.000 GMT-0400,1.55619,1.55619,1.55619,1.55619,0
02.08.2008 17:00:00.000 GMT-0400,1.55619,1.55619,1.55619,1.55619,0
03.08.2008 17:00:00.000 GMT-0400,1.55648,1.56316,1.55533,1.55746,808668847656.25
04.08.2008 17:00:00.000 GMT-0400,1.55772,1.55815,1.54456,1.54552,773183506835.9375
05.08.2008 17:00:00.000 GMT-0400,1.54545,1.55172,1.53961,1.54080,767981126953.125
06.08.2008 17:00:00.000 GMT-0400,1.54095,1.55023,1.53081,1.53252,773105033203.125
07.08.2008 17:00:00.000 GMT-0400,1.53232,1.53359,1.49950,1.50056,774454728515.625
08.08.2008 17:00:00.000 GMT-0400,1.50056,1.50056,1.50056,1.50056,0
09.08.2008 17:00:00.000 GMT-0400,1.50056,1.50056,1.50056,1.50056,0
10.08.2008 17:00:00.000 GMT-0400,1.50030,1.50847,1.48793,1.49109,771968172363.2812
11.08.2008 17:00:00.000 GMT-0400,1.49094,1.49656,1.48126,1.49262,773147915527.3438
12.08.2008 17:00:00.000 GMT-0400,1.49257,1.49806,1.48404,1.49192,763942087890.625
13.08.2008 17:00:00.000 GMT-0400,1.49192,1.49504,1.47752,1.48252,769004179687.5
14.08.2008 17:00:00.000 GMT-0400,1.48287,1.48287,1.46560,1.46880,768634785156.25
15.08.2008 17:00:00.000 GMT-0400,1.46880,1.46880,1.46880,1.46880,0
16.08.2008 17:00:00.000 GMT-0400,1.46880,1.46880,1.46880,1.46880,0
17.08.2008 17:00:00.000 GMT-0400,1.47018,1.47685,1.46853,1.46943,731797794921.875
18.08.2008 17:00:00.000 GMT-0400,1.46957,1.47944,1.46282,1.47754,764929397460.9375
