Local time,Open,High,Low,Close,Volume
21.11.2009 17:00:00.000 GMT-0500,1.48605,1.48605,1.48605,1.48605,0
22.11.2009 17:00:00.000 GMT-0500,1.48559,1.49987,1.48324,1.49605,80170299560.5475
23.11.2009 17:00:00.000 GMT-0500,1.49599,1.49893,1.48865,1.49671,80598899902.34398
24.11.2009 17:00:00.000 GMT-0500,1.49659,1.51455,1.49526,1.51338,80534400024.41452
25.11.2009 17:00:00.000 GMT-0500,1.51340,1.51416,1.49570,1.50201,81344612426.75842
26.11.2009 17:00:00.000 GMT-0500,1.50151,1.50180,1.48274,1.49863,79734300048.82869
27.11.2009 17:00:00.000 GMT-0500,1.49863,1.49863,1.49863,1.49863,0
28.11.2009 17:00:00.000 GMT-0500,1.49863,1.49863,1.49863,1.49863,0
29.11.2009 17:00:00.000 GMT-0500,1.50102,1.50838,1.49631,1.50048,79176799194.33621
30.11.2009 17:00:00.000 GMT-0500,1.50035,1.51198,1.49733,1.50806,79768199096.6799
01.12.2009 17:00:00.000 GMT-0500,1.50818,1.51106,1.50300,1.50438,80039099487.3052
02.12.2009 17:00:00.000 GMT-0500,1.50445,1.51410,1.50406,1.50509,79478499633.7895
03.12.2009 17:00:00.000 GMT-0500,1.50535,1.50919,1.48197,1.48563,79742300048.82838
04.12.2009 17:00:00.000 GMT-0500,1.48563,1.48563,1.48563,1.48563,0
05.12.2009 17:00:00.000 GMT-0500,1.48563,1.48563,1.48563,1.48563,0
06.12.2009 17:00:00.000 GMT-0500,1.48558,1.49049,1.47543,1.48245,81146700317.3833
07.12.2009 17:00:00.000 GMT-0500,1.48239,1.48665,1.46802,1.47022,81048900634.76572
08.12.2009 17:00:00.000 GMT-0500,1.47018,1.47819,1.46703,1.47252,81434900268.55511
09.12.2009 17:00:00.000 GMT-0500,1.47234,1.47607,1.46833,1.47309,81042900024.41461
10.12.2009 17:00:00.000 GMT-0500,1.47297,1.47766,1.45857,1.46122,81148400268.55501
11.12.2009 17:00:00.000 GMT-0500,1.46122,1.46122,1.46122,1.46122,0
12.12.2009 17:00:00.000 GMT-0500,1.46122,1.46122,1.46122,1.46122,0
13.12.2009 17:00:00.000 GMT-0500,1.46232,1.46856,1.45965,1.46558,80792799926.7581
14.12.2009 17:00:00.000 GMT-0500,1.46571,1.46633,1.45020,1.45368,81290999633.7895
15.12.2009 17:00:00.000 GMT-0500,1.45381,1.45913,1.45033,1.45291,81224899902.34398
16.12.2009 17:00:00.000 GMT-0500,1.45318,1.45368,1.43045,1.43376,81980400146.4848
17.12.2009 17:00:00.000 GMT-0500,1.43345,1.44112,1.42592,1.43380,80502200195.31282
18.12.2009 17:00:00.000 GMT-0500,1.43380,1.43380,1.43380,1.43380,0
19.12.2009 17:00:00.000 GMT-0500,1.43380,1.43380,1.43380,1.43380,0
20.12.2009 17:00:00.000 GMT-0500,1.43063,1.43737,1.42655,1.42758,80872200439.4534
21.12.2009 17:00:00.000 GMT-0500,1.42774,1.43328,1.42157,1.42478,81399899536.1332
22.12.2009 17:00:00.000 GMT-0500,1.42500,1.43656,1.42325,1.43332,81281400146.4847
23.12.2009 17:00:00.000 GMT-0500,1.43379,1.44185,1.43213,1.43775,82516099853.51611
24.12.2009 17:00:00.000 GMT-0500,1.43811,1.44373,1.43565,1.43788,81454900390.6256
25.12.2009 17:00:00.000 GMT-0500,1.43788,1.43788,1.43788,1.43788,0
26.12.2009 17:00:00.000 GMT-0500,1.43788,1.43788,1.43788,1.43788,0
27.12.2009 17:00:00.000 GMT-0500,1.43885,1.44144,1.43520,1.43783,82771100463.86751
28.12.2009 17:00:00.000 GMT-0500,1.43786,1.44580,1.43315,1.43535,81864399658.20361
29.12.2009 17:00:00.000 GMT-0500,1.43536,1.43616,1.42702,1.43383,82375199707.03168
30.12.2009 17:00:00.000 GMT-0500,1.43374,1.44410,1.43037,1.43222,82919300170.89868
31.12.2009 17:00:00.000 GMT-0500,1.43224,1.43368,1.43186,1.43345,82234400390.6254
01.01.2010 17:00:00.000 GMT-0500,1.43345,1.43345,1.43345,1.43345,0
02.01.2010 17:00:00.000 GMT-0500,1.43345,1.43345,1.43345,1.43345,0
03.01.2010 17:00:00.000 GMT-0500,1.43032,1.44560,1.42571,1.44136,81076000488.28171
04.01.2010 17:00:00.000 GMT-0500,1.44138,1.44846,1.43455,1.43655,82933199951.17249
05.01.2010 17:00:00.000 GMT-0500,1.43650,1.44352,1.42814,1.44078,82364599853.51599
06.01.2010 17:00:00.000 GMT-0500,1.44079,1.44439,1.42982,1.43061,83618099121.09418
07.01.2010 17:00:00.000 GMT-0500,1.43083,1.44390,1.42620,1.44099,82102800048.82858
08.01.2010 17:00:00.000 GMT-0500,1.44099,1.44099,1.44099,1.44099,0
09.01.2010 17:00:00.000 GMT-0500,1.44099,1.44099,1.44099,1.44099,0
10.01.2010 17:00:00.000 GMT-0500,1.44291,1.45546,1.44067,1.45127,83043000732.42238
11.01.2010 17:00:00.000 GMT-0500,1.45128,1.45486,1.44519,1.44832,81966500244.14088
12.01.2010 17:00:00.000 GMT-0500,1.44852,1.45800,1.44558,1.45098,82030900512.69559
13.01.2010 17:00:00.000 GMT-0500,1.45115,1.45558,1.44459,1.44985,82855099243.1643
14.01.2010 17:00:00.000 GMT-0500,1.45000,1.45123,1.43357,1.43865,82566700195.31288
15.01.2010 17:00:00.000 GMT-0500,1.43865,1.43865,1.43865,1.43865,0
16.01.2010 17:00:00.000 GMT-0500,1.43865,1.43865,1.43865,1.43865,0
17.01.2010 17:00:00.000 GMT-0500,1.43556,1.44009,1.43331,1.43825,84060299316.40681
18.01.2010 17:00:00.000 GMT-0500,1.43824,1.44131,1.42506,1.42865,82194600341.79712
19.01.2010 17:00:00.000 GMT-0500,1.42867,1.42956,1.40792,1.41061,81266299804.68802
20.01.2010 17:00:00.000 GMT-0500,1.41051,1.41433,1.40257,1.40836,81921999877.9301
21.01.2010 17:00:00.000 GMT-0500,1.40844,1.41815,1.40659,1.41371,81803199707.0317
22.01.2010 17:00:00.000 GMT-0500,1.41371,1.41371,1.41371,1.41371,0
23.01.2010 17:00:00.000 GMT-0500,1.41371,1.41371,1.41371,1.41371,0
24.01.2010 17:00:00.000 GMT-0500,1.41565,1.41948,1.41258,1.41507,80470900146.48491
25.01.2010 17:00:00.000 GMT-0500,1.41513,1.41790,1.40407,1.40714,82706000244.1411
26.01.2010 17:00:00.000 GMT-0500,1.40721,1.40969,1.39954,1.40216,82950200439.4534
27.01.2010 17:00:00.000 GMT-0500,1.40236,1.40526,1.39461,1.39708,82172499877.9304
28.01.2010 17:00:00.000 GMT-0500,1.39706,1.39869,1.38602,1.38621,82403999755.8599
29.01.2010 17:00:00.000 GMT-0500,1.38621,1.38621,1.38621,1.38621,0
30.01.2010 17:00:00.000 GMT-0500,1.38621,1.38621,1.38621,1.38621,0
31.01.2010 17:00:00.000 GMT-0500,1.38628,1.39380,1.38512,1.39305,82342400390.62529
01.02.2010 17:00:00.000 GMT-0500,1.39312,1.39758,1.38844,1.39645,83309699951.17229
02.02.2010 17:00:00.000 GMT-0500,1.39652,1.40257,1.38837,1.38938,83005799804.68811
03.02.2010 17:00:00.000 GMT-0500,1.38936,1.39033,1.37199,1.37229,82549399780.2741
04.02.2010 17:00:00.000 GMT-0500,1.37238,1.37457,1.35826,1.36779,83139900024.4146
05.02.2010 17:00:00.000 GMT-0500,1.36779,1.36779,1.36779,1.36779,0
06.02.2010 17:00:00.000 GMT-0500,1.36779,1.36779,1.36779,1.36779,0
07.02.2010 17:00:00.000 GMT-0500,1.36573,1.37138,1.36209,1.36485,84014100708.008
08.02.2010 17:00:00.000 GMT-0500,1.36469,1.38399,1.36411,1.37961,83263699829.10217
09.02.2010 17:00:00.000 GMT-0500,1.37969,1.38119,1.36753,1.37345,83229299804.6878
10.02.2010 17:00:00.000 GMT-0500,1.37344,1.38009,1.35937,1.36925,84232200195.3129
11.02.2010 17:00:00.000 GMT-0500,1.36927,1.36949,1.35281,1.36315,83565500488.2814
12.02.2010 17:00:00.000 GMT-0500,1.36315,1.36315,1.36315,1.36315,0
13.02.2010 17:00:00.000 GMT-0500,1.36315,1.36315,1.36315,1.36315,0
14.02.2010 17:00:00.000 GMT-0500,1.36248,1.36330,1.35777,1.35975,81774300537.10968
15.02.2010 17:00:00.000 GMT-0500,1.35992,1.37786,1.35883,1.37693,85630000000.00038
16.02.2010 17:00:00.000 GMT-0500,1.37716,1.37902,1.35838,1.36074,83599399902.34418
17.02.2010 17:00:00.000 GMT-0500,1.36054,1.36537,1.35142,1.35259,83692899780.2738
18.02.2010 17:00:00.000 GMT-0500,1.35252,1.36178,1.34442,1.36098,82806099853.5159
19.02.2010 17:00:00.000 GMT-0500,1.36098,1.36098,1.36098,1.36098,0
20.02.2010 17:00:00.000 GMT-0500,1.36098,1.36098,1.36098,1.36098,0
21.02.2010 17:00:00.000 GMT-0500,1.36350,1.36544,1.35730,1.35948,83825399291.99269
22.02.2010 17:00:00.000 GMT-0500,1.35959,1.36927,1.34959,1.35066,84301400268.55527
23.02.2010 17:00:00.000 GMT-0500,1.35075,1.36263,1.35004,1.35354,84909700683.59401
24.02.2010 17:00:00.000 GMT-0500,1.35378,1.35704,1.34496,1.35494,83879800292.969
25.02.2010 17:00:00.000 GMT-0500,1.35472,1.36833,1.35281,1.36296,83267099853.51637
26.02.2010 17:00:00.000 GMT-0500,1.36296,1.36296,1.36296,1.36296,0
27.02.2010 17:00:00.000 GMT-0500,1.36296,1.36296,1.36296,1.36296,0
28.02.2010 17:00:00.000 GMT-0500,1.36227,1.36547,1.34599,1.35586,85022500122.07059
01.03.2010 17:00:00.000 GMT-0500,1.35597,1.36218,1.34353,1.36153,84347100219.72699
02.03.2010 17:00:00.000 GMT-0500,1.36149,1.37364,1.35908,1.36955,83173200317.3833
03.03.2010 17:00:00.000 GMT-0500,1.36961,1.37122,1.35514,1.35804,84035600219.72699
04.03.2010 17:00:00.000 GMT-0500,1.35782,1.36302,1.35296,1.36232,84809300415.03949
05.03.2010 17:00:00.000 GMT-0500,1.36232,1.36232,1.36232,1.36232,0
06.03.2010 17:00:00.000 GMT-0500,1.36232,1.36232,1.36232,1.36232,0
07.03.2010 17:00:00.000 GMT-0500,1.36324,1.37047,1.36046,1.36339,80954399902.34401
08.03.2010 17:00:00.000 GMT-0500,1.36345,1.36362,1.35343,1.36016,81728200683.59421
09.03.2010 17:00:00.000 GMT-0500,1.36015,1.36802,1.35423,1.36562,81968399902.34421
10.03.2010 17:00:00.000 GMT-0500,1.36568,1.36868,1.36185,1.36798,82129099853.51619
11.03.2010 17:00:00.000 GMT-0500,1.36803,1.37991,1.36680,1.37673,82096800170.8989
12.03.2010 17:00:00.000 GMT-0500,1.37673,1.37673,1.37673,1.37673,0
13.03.2010 17:00:00.000 GMT-0500,1.37673,1.37673,1.37673,1.37673,0
14.03.2010 17:00:00.000 GMT-0400,1.37707,1.37790,1.36392,1.36764,83211299682.61778
15.03.2010 17:00:00.000 GMT-0400,1.36756,1.37816,1.36557,1.37651,82505699218.7507
16.03.2010 17:00:00.000 GMT-0400,1.37649,1.38179,1.37240,1.37373,81485000122.0708
17.03.2010 17:00:00.000 GMT-0400,1.37365,1.37431,1.35836,1.36065,80755800170.89879
18.03.2010 17:00:00.000 GMT-0400,1.36064,1.36277,1.35005,1.35297,82550699584.96136
19.03.2010 17:00:00.000 GMT-0400,1.35297,1.35297,1.35297,1.35297,0
20.03.2010 17:00:00.000 GMT-0400,1.35297,1.35297,1.35297,1.35297,0
21.03.2010 17:00:00.000 GMT-0400,1.35348,1.35685,1.34612,1.35582,82117899658.20361
22.03.2010 17:00:00.000 GMT-0400,1.35574,1.35689,1.34745,1.34986,83489399658.2036
23.03.2010 17:00:00.000 GMT-0400,1.34982,1.35066,1.33105,1.33136,83381299804.6878
24.03.2010 17:00:00.000 GMT-0400,1.33126,1.33891,1.32670,1.32714,82327800537.1098
25.03.2010 17:00:00.000 GMT-0400,1.32706,1.34256,1.32673,1.34093,82596400024.4144
26.03.2010 17:00:00.000 GMT-0400,1.34093,1.34093,1.34093,1.34093,0
27.03.2010 17:00:00.000 GMT-0400,1.34093,1.34093,1.34093,1.34093,0
28.03.2010 17:00:00.000 GMT-0400,1.34159,1.35061,1.34159,1.34824,83104699462.8909
29.03.2010 17:00:00.000 GMT-0400,1.34824,1.35356,1.33939,1.34125,82885200073.24228
30.03.2010 17:00:00.000 GMT-0400,1.34091,1.35485,1.33823,1.35087,83338500122.0708
31.03.2010 17:00:00.000 GMT-0400,1.35086,1.35917,1.34584,1.35884,82623899536.13318
01.04.2010 17:00:00.000 GMT-0400,1.35842,1.35907,1.34721,1.35024,82083499877.93013
02.04.2010 17:00:00.000 GMT-0400,1.35024,1.35024,1.35024,1.35024,0
03.04.2010 17:00:00.000 GMT-0400,1.35024,1.35024,1.35024,1.35024,0
04.04.2010 17:00:00.000 GMT-0400,1.34982,1.35387,1.34572,1.34841,81469199829.102
05.04.2010 17:00:00.000 GMT-0400,1.34826,1.34968,1.33544,1.33990,82847499877.9304
06.04.2010 17:00:00.000 GMT-0400,1.33987,1.34088,1.33258,1.33436,82847799926.7583
07.04.2010 17:00:00.000 GMT-0400,1.33436,1.33663,1.32793,1.33602,82149099975.5864
08.04.2010 17:00:00.000 GMT-0400,1.33612,1.34999,1.33370,1.34977,82885800292.9695
09.04.2010 17:00:00.000 GMT-0400,1.34977,1.34977,1.34977,1.34977,0
10.04.2010 17:00:00.000 GMT-0400,1.34977,1.34977,1.34977,1.34977,0
11.04.2010 17:00:00.000 GMT-0400,1.35302,1.36915,1.35302,1.35887,82468300048.82849
12.04.2010 17:00:00.000 GMT-0400,1.35897,1.36275,1.35447,1.36127,82401699951.17229
13.04.2010 17:00:00.000 GMT-0400,1.36116,1.36803,1.35939,1.36524,82326499877.93018
14.04.2010 17:00:00.000 GMT-0400,1.36504,1.36667,1.35175,1.35707,81889499755.85982
15.04.2010 17:00:00.000 GMT-0400,1.35711,1.35855,1.34713,1.35023,82369101074.2192
16.04.2010 17:00:00.000 GMT-0400,1.35023,1.35023,1.35023,1.35023,0
17.04.2010 17:00:00.000 GMT-0400,1.35023,1.35023,1.35023,1.35023,0
18.04.2010 17:00:00.000 GMT-0400,1.34978,1.34984,1.34130,1.34859,82556800415.03961
19.04.2010 17:00:00.000 GMT-0400,1.34881,1.35232,1.34253,1.34342,81597800170.8989
20.04.2010 17:00:00.000 GMT-0400,1.34345,1.34504,1.33567,1.33895,81732699951.17229
21.04.2010 17:00:00.000 GMT-0400,1.33883,1.34218,1.32586,1.32935,82643300659.18019
22.04.2010 17:00:00.000 GMT-0400,1.32917,1.34002,1.32022,1.33828,83602400512.6954
23.04.2010 17:00:00.000 GMT-0400,1.33828,1.33828,1.33828,1.33828,0
24.04.2010 17:00:00.000 GMT-0400,1.33828,1.33828,1.33828,1.33828,0
25.04.2010 17:00:00.000 GMT-0400,1.33781,1.33966,1.32900,1.33823,82003999755.8599
26.04.2010 17:00:00.000 GMT-0400,1.33816,1.34143,1.31646,1.31751,82609999633.7894
27.04.2010 17:00:00.000 GMT-0400,1.31722,1.32664,1.31124,1.32205,82806599975.58621
28.04.2010 17:00:00.000 GMT-0400,1.32192,1.32780,1.31823,1.32333,82192399169.92229
29.04.2010 17:00:00.000 GMT-0400,1.32314,1.33428,1.32206,1.32936,81883300048.82849
30.04.2010 17:00:00.000 GMT-0400,1.32936,1.32936,1.32910,1.32910,0
01.05.2010 17:00:00.000 GMT-0400,1.32910,1.32910,1.32910,1.32910,0
02.05.2010 17:00:00.000 GMT-0400,1.32982,1.33598,1.31508,1.31936,82494499877.9301
03.05.2010 17:00:00.000 GMT-0400,1.31943,1.32143,1.29788,1.29858,81774300048.82841
04.05.2010 17:00:00.000 GMT-0400,1.29865,1.29962,1.28035,1.28126,81583299560.5474
05.05.2010 17:00:00.000 GMT-0400,1.28122,1.28552,1.25200,1.26192,81675300170.89868
06.05.2010 17:00:00.000 GMT-0400,1.26186,1.27984,1.25848,1.27488,82182199951.17229
07.05.2010 17:00:00.000 GMT-0400,1.27488,1.27488,1.27488,1.27488,0
08.05.2010 17:00:00.000 GMT-0400,1.27488,1.27488,1.27488,1.27488,0
09.05.2010 17:00:00.000 GMT-0400,1.27812,1.30925,1.27597,1.27859,81838899780.2739
10.05.2010 17:00:00.000 GMT-0400,1.27846,1.28014,1.26553,1.26605,82407799560.54721
11.05.2010 17:00:00.000 GMT-0400,1.26619,1.27402,1.26043,1.26135,82115000732.422
12.05.2010 17:00:00.000 GMT-0400,1.26146,1.26841,1.25158,1.25342,81501399902.34431
13.05.2010 17:00:00.000 GMT-0400,1.25328,1.25764,1.23532,1.23595,81948600341.79709
14.05.2010 17:00:00.000 GMT-0400,1.23595,1.23595,1.23595,1.23595,0
15.05.2010 17:00:00.000 GMT-0400,1.23595,1.23595,1.23595,1.23595,0
16.05.2010 17:00:00.000 GMT-0400,1.23549,1.24142,1.22383,1.23928,82471500488.2816
17.05.2010 17:00:00.000 GMT-0400,1.23940,1.24442,1.21650,1.22014,81760700439.45361
18.05.2010 17:00:00.000 GMT-0400,1.22014,1.24246,1.21439,1.24136,81475399902.344
19.05.2010 17:00:00.000 GMT-0400,1.24134,1.25983,1.22961,1.24878,81913000366.2112
20.05.2010 17:00:00.000 GMT-0400,1.24854,1.26711,1.24559,1.25700,81734100097.6565
21.05.2010 17:00:00.000 GMT-0400,1.25700,1.25700,1.25700,1.25700,0
22.05.2010 17:00:00.000 GMT-0400,1.25700,1.25700,1.25700,1.25700,0
23.05.2010 17:00:00.000 GMT-0400,1.25679,1.25679,1.23434,1.23712,82290799682.61769
24.05.2010 17:00:00.000 GMT-0400,1.23692,1.23727,1.21750,1.23433,82085300659.18019
25.05.2010 17:00:00.000 GMT-0400,1.23462,1.23880,1.21659,1.21771,82532499877.9299
26.05.2010 17:00:00.000 GMT-0400,1.21784,1.23944,1.21510,1.23613,82412699829.10239
27.05.2010 17:00:00.000 GMT-0400,1.23593,1.24530,1.22622,1.22707,82473500000.00047
28.05.2010 17:00:00.000 GMT-0400,1.22707,1.22707,1.22707,1.22707,0
29.05.2010 17:00:00.000 GMT-0400,1.22707,1.22707,1.22707,1.22707,0
30.05.2010 17:00:00.000 GMT-0400,1.22756,1.23347,1.22584,1.23052,83336100219.727
31.05.2010 17:00:00.000 GMT-0400,1.23038,1.23528,1.21088,1.22283,82085999755.8596
01.06.2010 17:00:00.000 GMT-0400,1.22273,1.22730,1.21745,1.22485,82373000122.0707
02.06.2010 17:00:00.000 GMT-0400,1.22493,1.23275,1.21503,1.21623,82571599731.4456
03.06.2010 17:00:00.000 GMT-0400,1.21614,1.22158,1.19541,1.19647,81985499877.93
04.06.2010 17:00:00.000 GMT-0400,1.19647,1.19647,1.19647,1.19647,0
05.06.2010 17:00:00.000 GMT-0400,1.19647,1.19647,1.19647,1.19647,0
06.06.2010 17:00:00.000 GMT-0400,1.19610,1.19918,1.18758,1.19223,82902999633.7895
07.06.2010 17:00:00.000 GMT-0400,1.19262,1.20100,1.18997,1.19723,82083600097.6566
08.06.2010 17:00:00.000 GMT-0400,1.19725,1.20736,1.19210,1.19775,82520899536.1332
09.06.2010 17:00:00.000 GMT-0400,1.19774,1.21423,1.19551,1.21227,81936599975.5863
10.06.2010 17:00:00.000 GMT-0400,1.21257,1.21534,1.20448,1.21105,82228900146.485
11.06.2010 17:00:00.000 GMT-0400,1.21105,1.21105,1.21105,1.21105,0
12.06.2010 17:00:00.000 GMT-0400,1.21105,1.21105,1.21105,1.21105,0
13.06.2010 17:00:00.000 GMT-0400,1.21165,1.23005,1.21146,1.22195,82530900146.4849
14.06.2010 17:00:00.000 GMT-0400,1.22198,1.23504,1.21636,1.23324,82848700683.5942
15.06.2010 17:00:00.000 GMT-0400,1.23321,1.23525,1.22528,1.23102,82136500732.4224
16.06.2010 17:00:00.000 GMT-0400,1.23079,1.24151,1.22401,1.23883,83060200073.2428
17.06.2010 17:00:00.000 GMT-0400,1.23842,1.24160,1.23516,1.23894,83898200195.3131
18.06.2010 17:00:00.000 GMT-0400,1.23894,1.23894,1.23894,1.23894,0
19.06.2010 17:00:00.000 GMT-0400,1.23894,1.23894,1.23894,1.23894,0
20.06.2010 17:00:00.000 GMT-0400,1.23964,1.24673,1.23018,1.23107,82959000244.14108
21.06.2010 17:00:00.000 GMT-0400,1.23106,1.23514,1.22514,1.22706,82561299560.5474
22.06.2010 17:00:00.000 GMT-0400,1.22665,1.23451,1.22084,1.23096,82036200073.2425
23.06.2010 17:00:00.000 GMT-0400,1.23088,1.23882,1.22593,1.23333,82328299926.7583
24.06.2010 17:00:00.000 GMT-0400,1.23316,1.23947,1.22512,1.23683,83409999389.64879
25.06.2010 17:00:00.000 GMT-0400,1.23683,1.23683,1.23683,1.23683,0
26.06.2010 17:00:00.000 GMT-0400,1.23683,1.23683,1.23683,1.23683,0
27.06.2010 17:00:00.000 GMT-0400,1.23726,1.23986,1.22647,1.22753,83522200439.45319
28.06.2010 17:00:00.000 GMT-0400,1.22766,1.22914,1.21494,1.21870,83264500610.35188
29.06.2010 17:00:00.000 GMT-0400,1.21834,1.23042,1.21646,1.22363,82776400512.69559
30.06.2010 17:00:00.000 GMT-0400,1.22351,1.25391,1.21929,1.25264,82090500122.07071
01.07.2010 17:00:00.000 GMT-0400,1.25271,1.26114,1.24802,1.25636,82372300292.9688
02.07.2010 17:00:00.000 GMT-0400,1.25636,1.25636,1.25636,1.25636,0
03.07.2010 17:00:00.000 GMT-0400,1.25636,1.25636,1.25636,1.25636,0
04.07.2010 17:00:00.000 GMT-0400,1.25559,1.25662,1.25060,1.25375,82947700439.45338
05.07.2010 17:00:00.000 GMT-0400,1.25376,1.26625,1.24790,1.26228,82297799682.61739
06.07.2010 17:00:00.000 GMT-0400,1.26237,1.26642,1.25524,1.26375,81683399658.20349
07.07.2010 17:00:00.000 GMT-0400,1.26366,1.27116,1.26178,1.26973,81227600830.07881
08.07.2010 17:00:00.000 GMT-0400,1.26954,1.27220,1.26086,1.26386,82695001098.63329
09.07.2010 17:00:00.000 GMT-0400,1.26386,1.26386,1.26386,1.26386,0
10.07.2010 17:00:00.000 GMT-0400,1.26386,1.26386,1.26386,1.26386,0
11.07.2010 17:00:00.000 GMT-0400,1.26364,1.26481,1.25485,1.25962,81963500610.35199
12.07.2010 17:00:00.000 GMT-0400,1.25952,1.27380,1.25224,1.27243,82709300415.0397
13.07.2010 17:00:00.000 GMT-0400,1.27241,1.27786,1.26817,1.27425,81558199951.1724
14.07.2010 17:00:00.000 GMT-0400,1.27421,1.29552,1.27073,1.29493,81510499389.64888
15.07.2010 17:00:00.000 GMT-0400,1.29487,1.30064,1.28878,1.29293,81734100219.7272
16.07.2010 17:00:00.000 GMT-0400,1.29293,1.29293,1.29293,1.29293,0
17.07.2010 17:00:00.000 GMT-0400,1.29293,1.29293,1.29293,1.29293,0
18.07.2010 17:00:00.000 GMT-0400,1.29239,1.29916,1.28682,1.29401,81555599121.0944
19.07.2010 17:00:00.000 GMT-0400,1.29412,1.30282,1.28386,1.28787,81743800048.82878
20.07.2010 17:00:00.000 GMT-0400,1.28757,1.29134,1.27299,1.27535,81586400268.5551
21.07.2010 17:00:00.000 GMT-0400,1.27540,1.29322,1.27374,1.28930,81333900512.6957
22.07.2010 17:00:00.000 GMT-0400,1.28916,1.29657,1.27928,1.29085,81932300170.8989
23.07.2010 17:00:00.000 GMT-0400,1.29085,1.29085,1.29085,1.29085,0
24.07.2010 17:00:00.000 GMT-0400,1.29085,1.29085,1.29085,1.29085,0
25.07.2010 17:00:00.000 GMT-0400,1.28985,1.30067,1.28746,1.29938,81837899780.2738
26.07.2010 17:00:00.000 GMT-0400,1.29920,1.30464,1.29503,1.29962,82249000488.2816
27.07.2010 17:00:00.000 GMT-0400,1.29938,1.30424,1.29659,1.29936,82100800415.03929
28.07.2010 17:00:00.000 GMT-0400,1.29946,1.31050,1.29779,1.30782,81787999145.508
29.07.2010 17:00:00.000 GMT-0400,1.30779,1.30937,1.29783,1.30496,81492499633.78947
30.07.2010 17:00:00.000 GMT-0400,1.30496,1.30496,1.30496,1.30496,0
31.07.2010 17:00:00.000 GMT-0400,1.30496,1.30497,1.30496,1.30497,0
01.08.2010 17:00:00.000 GMT-0400,1.30545,1.31945,1.30506,1.31802,81878799438.4771
02.08.2010 17:00:00.000 GMT-0400,1.31803,1.32621,1.31448,1.32280,81494100219.7272
03.08.2010 17:00:00.000 GMT-0400,1.32289,1.32395,1.31303,1.31597,80886700561.52382
04.08.2010 17:00:00.000 GMT-0400,1.31595,1.32355,1.31179,1.31891,82413899780.27379
05.08.2010 17:00:00.000 GMT-0400,1.31885,1.33345,1.31551,1.32765,82183100097.6567
06.08.2010 17:00:00.000 GMT-0400,1.32765,1.32765,1.32765,1.32765,0
07.08.2010 17:00:00.000 GMT-0400,1.32765,1.32765,1.32765,1.32765,0
08.08.2010 17:00:00.000 GMT-0400,1.32863,1.33078,1.32140,1.32208,81484099487.3052
09.08.2010 17:00:00.000 GMT-0400,1.32201,1.32343,1.30744,1.31765,82105600463.86769
10.08.2010 17:00:00.000 GMT-0400,1.31744,1.31878,1.28585,1.28617,82109199951.1719
11.08.2010 17:00:00.000 GMT-0400,1.28641,1.29325,1.27807,1.28266,82022199584.96129
12.08.2010 17:00:00.000 GMT-0400,1.28283,1.29064,1.27468,1.27507,81746100097.65671
13.08.2010 17:00:00.000 GMT-0400,1.27507,1.27507,1.27507,1.27507,0
14.08.2010 17:00:00.000 GMT-0400,1.27507,1.27507,1.27507,1.27507,0
15.08.2010 17:00:00.000 GMT-0400,1.27562,1.28709,1.27322,1.28253,81221399902.34401
16.08.2010 17:00:00.000 GMT-0400,1.28223,1.29165,1.28026,1.28841,81611299682.61751
17.08.2010 17:00:00.000 GMT-0400,1.28841,1.29210,1.28206,1.28521,81372000244.14108
18.08.2010 17:00:00.000 GMT-0400,1.28512,1.29027,1.27722,1.28215,82459100341.79709
19.08.2010 17:00:00.000 GMT-0400,1.28217,1.28327,1.26611,1.27085,81584999633.7894
20.08.2010 17:00:00.000 GMT-0400,1.27085,1.27085,1.27085,1.27085,0
21.08.2010 17:00:00.000 GMT-0400,1.27085,1.27085,1.27085,1.27085,0
22.08.2010 17:00:00.000 GMT-0400,1.27034,1.27304,1.26443,1.26567,81480599609.37538
23.08.2010 17:00:00.000 GMT-0400,1.26563,1.27189,1.25843,1.26259,81990999633.78949
24.08.2010 17:00:00.000 GMT-0400,1.26238,1.27241,1.26057,1.26581,82531400390.62549
25.08.2010 17:00:00.000 GMT-0400,1.26578,1.27638,1.26483,1.27137,81884100585.93799
26.08.2010 17:00:00.000 GMT-0400,1.27161,1.27789,1.26758,1.27605,81612599365.23479
27.08.2010 17:00:00.000 GMT-0400,1.27605,1.27605,1.27605,1.27605,0
28.08.2010 17:00:00.000 GMT-0400,1.27605,1.27605,1.27605,1.27605,0
29.08.2010 17:00:00.000 GMT-0400,1.27583,1.27712,1.26556,1.26598,82277800292.9692
30.08.2010 17:00:00.000 GMT-0400,1.26596,1.27434,1.26224,1.26792,81859999755.8598
31.08.2010 17:00:00.000 GMT-0400,1.26774,1.28550,1.26617,1.28072,81575800781.2504
01.09.2010 17:00:00.000 GMT-0400,1.28059,1.28483,1.27745,1.28234,82458300170.89888
02.09.2010 17:00:00.000 GMT-0400,1.28249,1.28981,1.28062,1.28955,81646699462.8911
03.09.2010 17:00:00.000 GMT-0400,1.28955,1.28955,1.28955,1.28955,0
04.09.2010 17:00:00.000 GMT-0400,1.28955,1.28955,1.28955,1.28955,0
05.09.2010 17:00:00.000 GMT-0400,1.28911,1.29184,1.28646,1.28754,81945400146.4848
